,Code,Description,Code System,Code System Version,Code System OID,TTY
1397,308297,acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1398,308310,acetaminophen 325 MG / caffeine 100 MG / isometheptene 65 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1399,308322,acetaminophen 500 MG / butalbital 50 MG / caffeine 40 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1400,308363,aspirin 325 MG / caffeine 16 MG / salicylamide 95 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1401,308403,aspirin 165 MG Delayed Release Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1402,308409,aspirin 500 MG Delayed Release Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1403,308411,aspirin 650 MG Delayed Release Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1404,308416,aspirin 81 MG Delayed Release Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1405,308417,aspirin 975 MG Delayed Release Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1406,308449,"attapulgite 100 MG/ML / salicylic acid 20 MG/ML / sulfur, colloidal 20 MG/ML Topical Lotion",RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1407,308516,1 ML baclofen 0.05 MG/ML Injection,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1408,308517,20 ML baclofen 0.5 MG/ML Injection,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1409,308640,benzocaine 0.1 MG/MG / boric acid 0.05 MG/MG Topical Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1410,308645,benzocaine 0.14 MG/MG / butamben 0.02 MG/MG / tetracaine 0.02 MG/MG Topical Gel,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1411,308647,benzocaine 0.14 MG/MG / butamben 0.02 MG/MG / tetracaine 0.02 MG/MG Topical Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1412,308657,benzocaine 200 MG/ML Mucous Membrane Topical Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1413,308667,benzocaine 63 MG/ML / phenol 5 MG/ML Mouthwash,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1414,308668,benzocaine 6 MG / menthol 10 MG Oral Lozenge,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1415,308939,camphor 0.108 MG/MG / phenol 0.047 MG/MG Topical Gel,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1416,308940,camphor 108 MG/ML / phenol 47 MG/ML Topical Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1417,308943,camphor 0.473 MG/MG / Eucalyptus oil 0.012 MG/MG / menthol 0.026 MG/MG / turpentine 0.045 MG/MG Topical Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1418,308973,carbamazepine 100 MG Chewable Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1419,308976,carbamazepine 20 MG/ML Oral Suspension,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1420,308979,carbamazepine 200 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1421,309270,choline 25 MG / dexpanthenol 50 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1422,309271,choline salicylate 587 MG / magnesium salicylate 725 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1423,309272,choline salicylate 293 MG / magnesium salicylate 362 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1424,309273,choline salicylate 58.6 MG/ML / magnesium salicylate 72.4 MG/ML Oral Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1425,309710,2 ML dexmedetomidine 0.1 MG/ML Injection,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1426,309843,diazepam 1 MG/ML Oral Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1427,309844,diazepam 5 MG/ML Oral Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1428,309845,diazepam 5 MG/ML Injectable Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1429,310245,24 HR etodolac 400 MG Extended Release Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1430,310247,24 HR etodolac 600 MG Extended Release Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1431,310291,fenoprofen 600 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1432,310430,gabapentin 100 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1433,310431,gabapentin 300 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1434,310432,gabapentin 400 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1435,310433,gabapentin 600 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1436,310434,gabapentin 800 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1437,310759,hexachlorophene 5 MG/ML / hydrocortisone 5 MG/ML / menthol 1.25 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1438,310963,ibuprofen 100 MG Chewable Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1439,310964,ibuprofen 200 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1440,310965,ibuprofen 200 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1441,310991,indomethacin 5 MG/ML Oral Suspension,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1442,310992,indomethacin 75 MG Extended Release Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1443,311250,lactic acid 167 MG/ML / salicylic acid 167 MG/ML Topical Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1445,311432,magnesium salicylate 325 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1446,311433,magnesium salicylate 325 MG / phenyltoloxamine 30 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1447,311486,meloxicam 7.5 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1448,311498,menthol 100 MG/ML / methyl salicylate 150 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1449,311499,menthol 0.1 MG/MG / methyl salicylate 0.15 MG/MG Topical Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1450,311500,menthol 100 MG/ML / methyl salicylate 300 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1451,311501,menthol 0.15 MG/MG Topical Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1452,311502,menthol 0.02 MG/MG Topical Gel,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1453,311503,menthol 20 MG/ML / methyl salicylate 100 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1454,311504,menthol 0.02 MG/MG / methyl salicylate 0.1 MG/MG Topical Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1455,311508,menthol 5 MG Oral Lozenge,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1456,311509,menthol 0.07 MG/MG Topical Gel,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1457,311510,menthol 0.076 MG/MG / methyl salicylate 0.29 MG/MG Topical Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1458,311511,menthol 80 MG/ML / methyl salicylate 300 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1459,311512,menthol 8.4 MG Oral Lozenge,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1460,311550,mesalamine 400 MG Delayed Release Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1461,311892,nabumetone 500 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1462,311893,nabumetone 750 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1463,311913,naproxen 25 MG/ML Oral Suspension,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1464,311915,naproxen 500 MG Delayed Release Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1465,311918,naratriptan 1 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1466,312036,nortriptyline 2 MG/ML Oral Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1467,312132,oxaprozin 600 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1468,312136,oxcarbazepine 150 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1469,312137,oxcarbazepine 300 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1470,312138,oxcarbazepine 600 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1471,312390,phenylalanine 500 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1472,312391,phenylbutazone 100 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1473,312392,phenylbutazone 100 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1474,312837,rizatriptan 10 MG Disintegrating Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1475,312839,rizatriptan 5 MG Disintegrating Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1476,312840,rizatriptan 5 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1477,312899,salsalate 500 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1478,313142,sulfasalazine 500 MG Delayed Release Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1479,313159,sumatriptan 5 MG/ACTUAT Nasal Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1480,313160,sumatriptan 100 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1481,313161,sumatriptan 50 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1482,313165,0.5 ML sumatriptan 12 MG/ML Injection,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1483,313246,tetracaine 10 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1484,313412,tizanidine 2 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1485,313413,tizanidine 4 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1486,313518,trolamine salicylate 100 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1487,313519,trolamine salicylate 100 MG/ML Topical Lotion,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1488,313580,venlafaxine 100 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1489,313581,24 HR venlafaxine 150 MG Extended Release Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1490,313582,venlafaxine 25 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1491,313583,24 HR venlafaxine 37.5 MG Extended Release Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1492,313584,venlafaxine 37.5 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1493,313585,24 HR venlafaxine 75 MG Extended Release Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1494,313586,venlafaxine 75 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1495,313782,acetaminophen 325 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1496,313784,acetaminophen 325 MG / pamabrom 25 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1497,313820,acetaminophen 160 MG Chewable Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1498,313892,choline salicylate 440 MG / magnesium salicylate 544 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1499,314047,ibuprofen 50 MG Chewable Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1500,314059,24 HR ketoprofen 100 MG Extended Release Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1501,314092,mesalamine 250 MG Extended Release Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1502,314135,naratriptan 2.5 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1503,314209,rizatriptan 10 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1504,314227,sumatriptan 20 MG/ACTUAT Nasal Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1505,314277,venlafaxine 50 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1506,315097,ethyl chloride 1 ML/ML Topical Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1507,315140,menthol 6.1 MG Oral Lozenge,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1508,315223,sumatriptan 25 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1509,317136,nortriptyline 25 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1510,317161,tetracaine 20 MG/ML Topical Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1511,318212,sodium salicylate 650 MG Delayed Release Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1512,318213,sodium salicylate 325 MG Delayed Release Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1513,318272,aspirin 81 MG Chewable Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1514,333834,aspirin 60 MG Chewable Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1515,346508,indomethacin 1 MG Injection,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1516,349188,oxaprozin 600 MG Delayed Release Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1517,349194,clonazepam 0.125 MG Disintegrating Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1518,349195,clonazepam 0.25 MG Disintegrating Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1519,349196,clonazepam 1 MG Disintegrating Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1520,349197,clonazepam 2 MG Disintegrating Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1521,349198,clonazepam 0.5 MG Disintegrating Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1522,349462,frovatriptan 2.5 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1523,349514,celecoxib 400 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1524,349516,aspirin 800 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1525,351134,zolmitriptan 5 MG Disintegrating Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1526,351177,sodium hyaluronate 23 MG/ML Injectable Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1527,351254,metaxalone 800 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1528,351286,menthol 80 MG/ML Topical Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1529,359221,acetaminophen 110 MG / aspirin 162 MG / caffeine 32.4 MG / salicylamide 152 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1530,359261,benzocaine 200 MG/ML / triclosan 1.3 MG/ML Topical Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1531,359321,capsaicin 0.00025 MG/MG Topical Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1532,359493,eletriptan 20 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1533,359494,eletriptan 40 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1534,359500,24 HR etodolac 500 MG Extended Release Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1535,359570,glucosamine hydrochloride 50 MG/ML / methylsulfonylmethane 16.7 MG/ML Oral Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1536,359572,glucosamine sulfate 1000 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1537,359697,24 HR ketoprofen 200 MG Extended Release Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1538,359751,menthol 7.6 MG Oral Lozenge,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1539,359752,menthol 60 MG/ML Topical Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1540,360347,benzocaine 200 MG/ML Topical Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1541,360348,benzocaine 200 MG/ML Mucosal Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1542,360349,benzocaine 200 MG/ML Topical Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1543,374472,benzocaine / dextromethorphan Oral Lozenge,RXNORM,2021-01,2.16.840.1.113883.6.88,SCDF
1544,380813,ibuprofen 300 MG Extended Release Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1545,387007,clonazepam 0.1 MG/ML Oral Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1546,387008,clonazepam 0.4 MG/ML Oral Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1547,388081,acetaminophen 250 MG Disintegrating Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1548,388311,12 HR carbamazepine 100 MG Extended Release Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1549,389244,ibuprofen 0.1 MG/MG Topical Gel,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1550,389247,flurbiprofen 8.75 MG Oral Lozenge,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1551,391930,aspirin 975 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1552,392073,indomethacin 75 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1553,392293,acetaminophen 48.2 MG/ML Oral Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1554,392295,fenbufen 200 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1555,392296,fenbufen 600 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1556,392641,nabumetone 2.5 MG/ML Oral Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1557,392668,ibuprofen 0.05 MG/MG / levomenthol 0.03 MG/MG Topical Gel,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1558,401976,ibuprofen 300 MG / pseudoephedrine 45 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1559,401978,sumatriptan 10 MG/ACTUAT Nasal Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1560,402000,zolmitriptan 5 MG/ACTUAT Nasal Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1561,402505,12 HR carbamazepine 200 MG Extended Release Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1562,402506,12 HR carbamazepine 400 MG Extended Release Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1563,403937,acetaminophen 500 MG / caffeine 65 MG Disintegrating Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1564,403975,alosetron 0.5 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1565,410226,acetaminophen 500 MG / caffeine 65 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1566,410929,chondroitin sulfates 1200 MG / glucosamine hydrochloride 1500 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1567,413640,phenylbutazone 200 MG/ML Injectable Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1568,415974,menthol 0.04 MG/MG Topical Gel,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1569,415975,menthol 0.05 MG/MG Topical Gel,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1570,415976,menthol 0.06 MG/MG Topical Gel,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1571,416207,camphor 0.002 MG/MG / menthol 0.035 MG/MG Topical Gel,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1572,416982,menthol 12.5 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1573,418610,menthol 0.01 MG/MG Topical Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1574,420222,menthol 0.05 MG/MG Medicated Patch,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1575,422657,diazepam 4 MG/ML Enema,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1576,422658,diazepam 2 MG/ML Enema,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1577,427726,nabumetone 1000 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1578,428898,chondroitin sulfates 400 MG / glucosamine hydrochloride 500 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1579,428899,chondroitin sulfates 600 MG / glucosamine hydrochloride 750 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1580,432638,acetaminophen 250 MG / aspirin 250 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1581,433194,menthol 8.6 MG Oral Lozenge,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1582,433195,menthol 3.5 MG Oral Lozenge,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1583,433196,menthol 2.7 MG Oral Lozenge,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1585,433353,aspirin 300 MG Chewable Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1586,435780,camphor 35 MG/ML Topical Lotion,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1587,436147,menthol 13 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1588,452688,benzocaine 0.2 MG/MG Topical Gel,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1589,476362,mesalamine 500 MG Extended Release Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1590,476845,chondroitin sulfate A sodium 600 MG / glucosamine sulfate 750 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1591,476973,menthol 5.8 MG Oral Lozenge,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1592,477282,acetaminophen 160 MG Disintegrating Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1593,483017,100 ML acetaminophen 10 MG/ML Injection,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1594,483438,pregabalin 100 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1595,483440,pregabalin 150 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1596,483442,pregabalin 25 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1597,483444,pregabalin 300 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1598,483446,pregabalin 200 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1599,483448,pregabalin 50 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1600,483450,pregabalin 75 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1601,483561,glucosamine 750 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1602,485287,menthol 5.4 MG Oral Lozenge,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1603,485291,phenol 29 MG Oral Lozenge,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1604,485484,tizanidine 6 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1605,485485,tizanidine 4 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1606,485486,tizanidine 2 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1607,485558,benzocaine 50 MG/ML / zinc chloride 1 MG/ML Mucosal Spray,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1608,485560,benzocaine 50 MG/ML / zinc chloride 1 MG/ML Mucous Membrane Topical Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1609,486133,20 ML ziconotide acetate 0.025 MG/ML Injection,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1610,487064,glucosamine 1000 MG Oral Tablet,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1611,543786,benzocaine 140 MG/ML / butamben 20 MG/ML / tetracaine 20 MG/ML Mucous Membrane Topical Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1612,543806,benzocaine 200 MG/ML Oral Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1613,562106,sodium hyaluronate 10 MG/ML Injectable Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1614,562360,sodium hyaluronate 10 MG/ML Ophthalmic Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1615,562444,capsaicin 0.2 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1616,562445,capsaicin 0.7 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1617,562497,phenol 14 MG/ML Mouthwash,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1618,562562,sodium hyaluronate 16 MG/ML Injectable Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1619,562711,benzocaine 0.05 MG/MG / menthol 0.01 MG/MG Topical Gel,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1620,562785,benzocaine 0.2 MG/MG Oral Paste,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1621,562840,camphor 0.048 MG/MG / menthol 0.026 MG/MG Topical Ointment,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1622,577127,pregabalin 225 MG Oral Capsule,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1623,577232,menthol 0.0015 MG/MG / zinc oxide 0.01 MG/MG Topical Powder,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1624,577395,capsaicin 0.35 MG/ML Topical Cream,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1626,578018,bromfenac 0.9 MG/ML Ophthalmic Solution,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
1627,578044,nepafenac 1 MG/ML Ophthalmic Suspension,RXNORM,2021-01,2.16.840.1.113883.6.88,SCD
